,Age,Residents,Province,Interests,Shower,WashingMachine,DishWasher,EcoMode,WaterRecycling,GeneralRecycling,Meat,Gasoline,Pet,Garden,Estimation,AnnualWaterFootprint,DiaryWaterFootprint,AnnualCost,DiaryCost,AnnualDirectWaterFootprint,DiaryDirectWaterFootprint,DirectAnnualCost,DirectDiaryCost
959,Entre 36 y 65 años,5,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,Si,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,300,Más de 40 €,3069683,8410.09,5863095,16063.27,45275.66,124.04,86476.51,236.92
960,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2575561,7056.33,4919321,13477.59,42870.66,117.45,81882.96,224.34
961,Entre 18 y 35 años,4,Asturias,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Ni idea!,2628146,7200.4,5019758,13752.76,19795.66,54.23,37809.71,103.59
962,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2669593,7313.95,5098923,13969.65,137632.99,377.08,262879.0,720.22
963,Entre 18 y 35 años,3,Asturias,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,30,Ni idea!,2607601,7144.11,4980519,13645.26,43737.33,119.83,83538.29,228.87
964,Entre 18 y 35 años,3,Ávila,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3299395,9039.44,6301844,17265.33,138174.65,378.56,263913.59,723.05
965,Entre 18 y 35 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,1000,Ni idea!,2461066,6742.65,4700637,12878.46,14132.99,38.72,26994.0,73.96
966,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,100 - 200 km,No tengo mascota,0,Menos de 10 €,3256351,8921.51,6219630,17040.08,19470.66,53.34,37188.96,101.89
967,Entre 36 y 65 años,4,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2622480,7184.88,5008936,13723.11,58795.66,161.08,112299.71,307.67
968,Entre 18 y 35 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,30,Entre 10€ y 40 €,2646793,7251.49,5055375,13850.34,37532.99,102.83,71688.0,196.41
969,Entre 18 y 35 años,2,Segovia,Ayudar al ecosistema,Más de 15 minutos,Menos de 3 veces,1 vez al día,A veces,No,Siempre,Nunca!,Menos de 100 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,1877138,5142.84,3585334,9822.83,7683.99,21.05,14676.43,40.21
970,Entre 36 y 65 años,2,Asturias,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,30,Ni idea!,2701841,7402.3,5160516,14138.4,42870.66,117.45,81882.96,224.34
971,Entre 36 y 65 años,2,Toledo,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2628551,7201.51,5020532,13754.88,19470.66,53.34,37188.96,101.89
972,Entre 18 y 35 años,2,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,No,A veces,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3403576,9324.86,6500830,17810.49,166695.66,456.7,318388.71,872.3
973,Entre 36 y 65 años,1,Cantabria,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Si,A veces,1 vez al día,Menos de 100 km,Menos de 50 €,3,Menos de 10 €,3172314,8691.27,6059119,16600.33,148958.33,408.11,284510.42,779.48
974,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Si,Siempre,1 vez al día,No uso coche,No tengo mascota,15,Entre 10€ y 40 €,3183863,8722.91,6081178,16660.76,24012.99,65.79,45864.8,125.66
975,Entre 36 y 65 años,1,Asturias,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,A veces,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2580867,7070.87,4929456,13505.36,137632.99,377.08,262879.0,720.22
976,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2722932,7460.09,5200800,14248.77,160707.99,440.3,306952.25,840.97
977,Entre 18 y 35 años,5,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2582425,7075.14,4932431,13513.51,19470.66,53.34,37188.96,101.89
978,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Ni idea!,2579082,7065.98,4926047,13496.02,137307.99,376.19,262258.25,718.52
979,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2699857,7396.87,5156727,14128.02,137632.99,377.08,262879.0,720.22
980,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,250,Entre 10€ y 40 €,2527806,6925.5,4828110,13227.7,161032.99,441.19,307573.0,842.67
981,Entre 36 y 65 años,2,Asturias,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Ni idea!,2485375,6809.25,4747066,13005.66,42870.66,117.45,81882.96,224.34
982,Entre 36 y 65 años,4,Segovia,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2592305,7102.2,4951302,13565.21,29350.66,80.41,56059.76,153.59
983,Entre 18 y 35 años,10,Madrid,Conocer mi huella hídrica,Entre 11 y 15 minutos,Más de 5,1 vez al día,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,10,Ni idea!,2608101,7145.48,4981474,13647.87,45817.33,125.53,87511.09,239.76
984,Entre 18 y 35 años,2,Madrid,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,0,Más de 40 €,2695998,7386.3,5149356,14107.83,37207.99,101.94,71067.25,194.7
985,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,200,Entre 10€ y 40 €,2607350,7143.42,4980038,13643.94,43195.66,118.34,82503.71,226.04
986,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2606555,7141.25,4978519,13639.78,42870.66,117.45,81882.96,224.34
987,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,Entre 50 y 100 €,0,Más de 40 €,3236030,8865.83,6180817,16933.74,45275.66,124.04,86476.51,236.92
988,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,30,Ni idea!,2601072,7126.22,4968047,13611.09,37207.99,101.94,71067.25,194.7
989,Menor de 18 años,4,Segovia,Conocer mi huella hídrica,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,A veces,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!,3210620,8796.22,6132284,16800.78,49400.0,135.34,94354.0,258.5
990,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2599432,7121.73,4964915,13602.51,37207.99,101.94,71067.25,194.7
991,Entre 36 y 65 años,5,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Ni idea!,2653626,7270.21,5068425,13886.1,45275.66,124.04,86476.51,236.92
992,Entre 36 y 65 años,1,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2671053,7317.95,5101711,13977.29,137632.99,377.08,262879.0,720.22
993,Entre 18 y 35 años,2,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Ni idea!,2441053,6687.82,4662411,12773.73,166695.66,456.7,318388.71,872.3
994,Entre 36 y 65 años,3,Toledo,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,0,Entre 10€ y 40 €,2673653,7325.08,5106677,13990.9,14132.99,38.72,26994.0,73.96
995,Entre 36 y 65 años,4,Segovia,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Más de 200 km,No tengo mascota,0,Menos de 10 €,3329461,9121.81,6359270,17422.66,42870.66,117.45,81882.96,224.34
996,Mayor de 65 años,1,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,2393457,6557.42,4571502,12524.66,148633.33,407.21,283889.67,777.78
997,Entre 36 y 65 años,3,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Más de 200 km,Menos de 50 €,400,Más de 40 €,2536239,6948.6,4844216,13271.83,43195.66,118.34,82503.71,226.04
998,Entre 36 y 65 años,1,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Ni idea!,2673653,7325.08,5106677,13990.9,14132.99,38.72,26994.0,73.96
999,Menor de 18 años,4,Madrid,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2680593,7344.09,5119933,14027.21,148633.33,407.21,283889.67,777.78
1000,Entre 36 y 65 años,5,Toledo,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,1 vez al día,Siempre,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,25,Más de 40 €,3230922,8851.84,6171061,16907.02,39287.99,107.64,75040.05,205.59
1001,Entre 36 y 65 años,3,Segovia,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Ni idea!,2394624,6560.61,4573732,12530.77,29350.66,80.41,56059.76,153.59
1002,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2607905,7144.94,4981098,13646.84,44950.66,123.15,85855.76,235.22
1003,Entre 36 y 65 años,2,Toledo,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,2695593,7385.19,5148583,14105.71,37532.99,102.83,71688.0,196.41
1004,Entre 18 y 35 años,3,Toledo,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,Más de 200 km,No tengo mascota,18,Entre 10€ y 40 €,3330624,9125.0,6361491,17428.74,43195.66,118.34,82503.71,226.04
1005,Entre 36 y 65 años,2,Segovia,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,400,Entre 10€ y 40 €,2675865,7331.14,5110901,14002.47,14674.65,40.2,28028.59,76.79
1006,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2739262,7504.83,5231990,14334.22,176307.99,483.04,336748.25,922.6
1007,Entre 36 y 65 años,4,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3205292,8781.62,6122108,16772.9,13807.99,37.83,26373.25,72.26
1008,Entre 36 y 65 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3220430,8823.09,6151021,16852.11,29675.66,81.3,56680.51,155.29
1009,Entre 18 y 35 años,2,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,A veces,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2456637,6730.51,4692177,12855.28,14132.99,38.72,26994.0,73.96
1010,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,100 - 200 km,No tengo mascota,50,Más de 40 €,3273658,8968.93,6252687,17130.65,37207.99,101.94,71067.25,194.7
1011,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,2682478,7349.25,5123533,14037.08,23687.99,64.9,45244.05,123.96
1012,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,No uso coche,Entre 50 y 100 €,0,Entre 10€ y 40 €,2455111,6726.33,4689261,12847.29,42870.66,117.45,81882.96,224.34
1013,Entre 36 y 65 años,3,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez al día,100 - 200 km,Menos de 50 €,0,Ni idea!,3105536,8508.32,5931574,16250.89,37532.99,102.83,71688.0,196.41
1014,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,2675243,7329.43,5109714,13999.22,137632.99,377.08,262879.0,720.22
1015,Entre 36 y 65 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Más de 40 €,2532845,6939.3,4837735,13254.07,137307.99,376.19,262258.25,718.52
1016,Entre 36 y 65 años,1,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,20,Entre 10€ y 40 €,3333845,9133.82,6367643,17445.6,142970.66,391.7,273073.96,748.15
1017,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez al día,Menos de 100 km,Entre 50 y 100 €,90,Entre 10€ y 40 €,3206157,8783.99,6123760,16777.42,14132.99,38.72,26994.0,73.96
1018,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez al día,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €,3087799,8459.72,5897696,16158.07,19795.66,54.23,37809.71,103.59
1019,Entre 18 y 35 años,2,Segovia,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Ni idea!,2384744,6533.55,4554861,12479.07,19470.66,53.34,37188.96,101.89
1020,Entre 18 y 35 años,3,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,2300,Más de 40 €,2613232,7159.54,4991273,13674.72,37207.99,101.94,71067.25,194.7
1021,Entre 36 y 65 años,4,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3351787,9182.98,6401913,17539.49,161032.99,441.19,307573.0,842.67
1022,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,A veces,Si,Siempre,1 vez cada 3 días,Más de 200 km,No tengo mascota,0,Menos de 10 €,2664336,7299.55,5088881,13942.14,6275.66,17.19,11986.51,32.84
1023,Entre 36 y 65 años,1,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2701317,7400.87,5159515,14135.66,137632.99,377.08,262879.0,720.22
1024,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3204416,8779.22,6120434,16768.31,43195.66,118.34,82503.71,226.04
1025,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Más de 15 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Menos de 10 €,2534107,6942.76,4840145,13260.67,168103.99,460.56,321078.63,879.67
1026,Entre 36 y 65 años,3,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!,3332848,9131.09,6365740,17440.38,172358.33,472.21,329204.42,901.93
1027,Mayor de 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2396555,6565.9,4577421,12540.88,287.99,0.79,550.05,1.51
1028,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3254891,8917.51,6216841,17032.44,19470.66,53.34,37188.96,101.89
1029,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3288958,9010.84,6281910,17210.71,52807.99,144.68,100863.25,276.34
1030,Entre 18 y 35 años,4,Ciudad Real,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,No uso coche,No tengo mascota,90,Entre 10€ y 40 €,3181367,8716.07,6076412,16647.7,20337.33,55.72,38844.29,106.42
1031,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,Más de 200 km,Entre 50 y 100 €,1000,Más de 40 €,2701268,7400.73,5159422,14135.4,37207.99,101.94,71067.25,194.7
1032,Entre 18 y 35 años,3,Madrid,Ahorrar dinero,Menos de 5 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez al día,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,3194641,8752.44,6101764,16717.16,172033.33,471.32,328583.67,900.23
1033,Entre 36 y 65 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2506966,6868.4,4788304,13118.64,19795.66,54.23,37809.71,103.59
1034,Entre 18 y 35 años,2,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,A veces,1 vez al día,No uso coche,Menos de 50 €,0,Menos de 10 €,3130706,8577.28,5979649,16382.6,137632.99,377.08,262879.0,720.22
1035,Entre 18 y 35 años,3,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,3180827,8714.6,6075380,16644.88,20337.33,55.72,38844.29,106.42
1036,Entre 18 y 35 años,3,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,Nunca!,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,1820732,4988.31,3477597,9527.66,148958.33,408.11,284510.42,779.48
1037,Entre 18 y 35 años,3,Valencia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,A veces,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2561928,7018.98,4893283,13406.26,148958.33,408.11,284510.42,779.48
1038,Entre 36 y 65 años,1,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez al día,100 - 200 km,Menos de 50 €,0,Entre 10€ y 40 €,3083596,8448.21,5889669,16136.08,14132.99,38.72,26994.0,73.96
1039,Entre 36 y 65 años,2,Barcelona,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2645558,7248.1,5053016,13843.88,37207.99,101.94,71067.25,194.7
1040,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2563567,7023.47,4896413,13414.83,612.99,1.68,1170.8,3.21
