,Age,Residents,Province,Interests,Shower,WashingMachine,DishWasher,EcoMode,WaterRecycling,GeneralRecycling,Meat,Gasoline,Pet,Garden,Estimation,AnnualWaterFootprint,DiaryWaterFootprint,AnnualCost,DiaryCost,AnnualDirectWaterFootprint,DiaryDirectWaterFootprint,DirectAnnualCost,DirectDiaryCost
509,Entre 36 y 65 años,3,Navarra,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Más de 40 €,3233625,8859.25,6176223,16921.16,42870.66,117.45,81882.96,224.34
510,Entre 18 y 35 años,4,A Coruña,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,Buena idea! Voy a probarlo!,Siempre,1 vez al día,No uso coche,Menos de 50 €,0,Ni idea!,3142032,8608.31,6001280,16441.86,148958.33,408.11,284510.42,779.48
511,Entre 36 y 65 años,5,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,Más de 200 km,Menos de 50 €,500,Entre 10€ y 40 €,2536514,6949.35,4844742,13273.27,42870.66,117.45,81882.96,224.34
512,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,1 vez al día,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2603297,7132.32,4972297,13622.73,39612.99,108.53,75660.8,207.29
513,Entre 36 y 65 años,2,Madrid,Ahorrar dinero,Menos de 5 minutos,Más de 5,Friego a mano,A veces,Si,Siempre,1 vez a la semana,No uso coche,Más de 100 €,0,Más de 40 €,2808731,7695.15,5364676,14697.74,181970.66,498.55,347563.96,952.23
514,Entre 18 y 35 años,2,Huelva,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2682378,7348.98,5123343,14036.56,148958.33,408.11,284510.42,779.48
515,Entre 18 y 35 años,2,Segovia,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,Menos de 100 km,Menos de 50 €,0,Más de 40 €,2281905,6251.79,4358438,11940.93,6817.33,18.68,13021.09,35.67
516,Entre 36 y 65 años,8,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Más de 5,1 vez al día,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Más de 200 km,No tengo mascota,700,Más de 40 €,3330078,9123.5,6360449,17425.89,39287.99,107.64,75040.05,205.59
517,Entre 18 y 35 años,6,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €,2577966,7062.92,4923914,13490.18,45275.66,124.04,86476.51,236.92
518,Menor de 18 años,4,Murcia,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,A veces,1 vez al día,No uso coche,No tengo mascota,0,Ni idea!,3204416,8779.22,6120434,16768.31,43195.66,118.34,82503.71,226.04
519,Entre 36 y 65 años,5,Zaragoza,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,1 vez al día,Siempre,Si,Siempre,1 vez al día,Más de 200 km,Menos de 50 €,80,Más de 40 €,3158536,8653.52,6032804,16528.23,39612.99,108.53,75660.8,207.29
520,Entre 36 y 65 años,2,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,No,A veces,Nunca!,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2007492,5499.98,3834310,10504.96,137307.99,376.19,262258.25,718.52
521,Entre 36 y 65 años,7,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,1 vez al día,A veces,No,A veces,1 vez al día,100 - 200 km,No tengo mascota,0,Ni idea!,3282156,8992.21,6268917,17175.12,45275.66,124.04,86476.51,236.92
522,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2426373,6647.6,4634372,12696.91,14132.99,38.72,26994.0,73.96
523,Mayor de 65 años,2,La Rioja,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3204887,8780.51,6121334,16770.78,14132.99,38.72,26994.0,73.96
524,Entre 36 y 65 años,6,Madrid,Ahorrar agua,Menos de 5 minutos,Más de 5,1 vez al día,Siempre,No,Siempre,1 vez al día,100 - 200 km,No tengo mascota,400,Más de 40 €,3277838,8980.38,6260671,17152.52,39287.99,107.64,75040.05,205.59
525,Entre 36 y 65 años,5,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Más de 40 €,2552161,6992.22,4874627,13355.14,19470.66,53.34,37188.96,101.89
526,Entre 18 y 35 años,1,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,Nunca!,Menos de 100 km,Entre 50 y 100 €,200,Ni idea!,1885517,5165.8,3601337,9866.68,14132.99,38.72,26994.0,73.96
527,Entre 36 y 65 años,1,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3211280,8798.03,6133544,16804.23,19795.66,54.23,37809.71,103.59
528,Entre 18 y 35 años,3,Barcelona,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Nunca!,1 vez al día,Menos de 100 km,Menos de 50 €,0,Más de 40 €,3068535,8406.94,5860901,16057.26,43737.33,119.83,83538.29,228.87
529,Entre 36 y 65 años,3,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,No sabía que existía ese modo,Si,Siempre,1 vez a la semana,100 - 200 km,Menos de 50 €,0,Ni idea!,2492112,6827.7,4759933,13040.91,172358.33,472.21,329204.42,901.93
530,Entre 36 y 65 años,1,A Coruña,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2670323,7315.95,5100317,13973.47,137632.99,377.08,262879.0,720.22
531,Entre 18 y 35 años,2,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Más de 200 km,No tengo mascota,0,Menos de 10 €,3306386,9058.59,6315197,17301.91,19795.66,54.23,37809.71,103.59
532,Entre 36 y 65 años,2,Málaga,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez a la semana,100 - 200 km,No tengo mascota,6,Entre 10€ y 40 €,2506677,6867.61,4787752,13117.13,19470.66,53.34,37188.96,101.89
533,Entre 36 y 65 años,2,Asturias,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2583291,7077.51,4934086,13518.05,20337.33,55.72,38844.29,106.42
534,Entre 18 y 35 años,3,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Si,Siempre,Nunca!,Más de 200 km,Menos de 50 €,0,Ni idea!,1826819,5004.98,3489224,9559.52,29675.66,81.3,56680.51,155.29
535,Entre 18 y 35 años,5,Málaga,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,Siempre,1 vez al día,No uso coche,Entre 50 y 100 €,0,Más de 40 €,3309448,9066.98,6321046,17317.94,148958.33,408.11,284510.42,779.48
536,Entre 36 y 65 años,5,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,Siempre,1 vez al día,100 - 200 km,Menos de 50 €,50,Ni idea!,3068916,8407.99,5861630,16059.26,612.99,1.68,1170.8,3.21
537,Entre 18 y 35 años,4,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,A veces,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2434342,6669.43,4649593,12738.61,38074.65,104.31,72722.59,199.24
538,Entre 36 y 65 años,4,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2569168,7038.82,4907111,13444.14,37207.99,101.94,71067.25,194.7
539,Entre 18 y 35 años,5,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,Nunca!,No uso coche,No tengo mascota,0,Ni idea!,1975768,5413.06,3773717,10338.95,137307.99,376.19,262258.25,718.52
540,Entre 36 y 65 años,5,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,150,Entre 10€ y 40 €,2593530,7105.56,4953642,13571.62,29675.66,81.3,56680.51,155.29
541,Entre 18 y 35 años,2,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2549873,6985.95,4870257,13343.17,137632.99,377.08,262879.0,720.22
542,Entre 36 y 65 años,1,Palencia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez a la semana,No uso coche,No tengo mascota,0,Menos de 10 €,2548818,6983.06,4868242,13337.65,137307.99,376.19,262258.25,718.52
543,Entre 18 y 35 años,2,Segovia,Conocer mi huella hídrica,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez al día,Más de 200 km,No tengo mascota,5,Ni idea!,3306091,9057.78,6314633,17300.36,19470.66,53.34,37188.96,101.89
544,Entre 36 y 65 años,3,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2563567,7023.47,4896413,13414.83,612.99,1.68,1170.8,3.21
545,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,Más de 200 km,No tengo mascota,0,Entre 10€ y 40 €,2558136,7008.59,4886039,13386.41,19795.66,54.23,37809.71,103.59
546,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez al día,100 - 200 km,Menos de 50 €,30,Entre 10€ y 40 €,3089439,8464.22,5900828,16166.65,19795.66,54.23,37809.71,103.59
547,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2582425,7075.14,4932431,13513.51,19470.66,53.34,37188.96,101.89
548,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,300,Más de 40 €,2411145,6605.88,4605288,12617.23,13807.99,37.83,26373.25,72.26
549,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2465462,6754.69,4709032,12901.46,23687.99,64.9,45244.05,123.96
550,Entre 18 y 35 años,4,Navarra,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2547365,6979.08,4865466,13330.05,14674.65,40.2,28028.59,76.79
551,Entre 18 y 35 años,2,Madrid,Ahorrar dinero,Más de 15 minutos,Más de 5,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Nunca!,1 vez al día,Más de 200 km,No tengo mascota,500,Ni idea!,3356917,9197.03,6411711,17566.33,65866.67,180.46,125805.33,344.67
552,Entre 36 y 65 años,5,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Nunca!,1 vez a la semana,Más de 200 km,No tengo mascota,0,Más de 40 €,2588658,7092.21,4944337,13546.13,48858.33,133.86,93319.42,255.67
553,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3210225,8795.14,6131529,16798.71,19470.66,53.34,37188.96,101.89
554,Entre 36 y 65 años,6,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,1 vez al día,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,140,Entre 10€ y 40 €,2608745,7147.25,4982702,13651.24,44950.66,123.15,85855.76,235.22
555,Entre 18 y 35 años,3,Málaga,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3340442,9151.9,6380245,17480.12,148958.33,408.11,284510.42,779.48
556,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,Nunca!,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,1976093,5413.95,3774338,10340.65,137632.99,377.08,262879.0,720.22
557,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,10,Entre 10€ y 40 €,2587027,7087.75,4941222,13537.59,24012.99,65.79,45864.8,125.66
558,Entre 36 y 65 años,6,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,No sabía que existía ese modo,No,Nunca!,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3241072,8879.65,6190448,16960.13,48858.33,133.86,93319.42,255.67
559,Entre 36 y 65 años,1,Segovia,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,A veces,1 vez cada 3 días,No uso coche,Entre 50 y 100 €,0,Ni idea!,2676716,7333.47,5112527,14006.92,143295.66,392.59,273694.71,749.85
560,Mayor de 65 años,2,Segovia,Conocer mi huella hídrica,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,A veces,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,1800,Entre 10€ y 40 €,2459580,6738.57,4697797,12870.68,6275.66,17.19,11986.51,32.84
561,Entre 18 y 35 años,4,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Ni idea!,3273358,8968.1,6252114,17129.08,37207.99,101.94,71067.25,194.7
562,Entre 18 y 35 años,4,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3220430,8823.09,6151021,16852.11,29675.66,81.3,56680.51,155.29
563,Entre 36 y 65 años,4,Cádiz,Ayudar al ecosistema,Entre 5 y 10 minutos,Más de 5,1 vez al día,Siempre,Si,Siempre,1 vez cada 3 días,Menos de 100 km,Menos de 50 €,0,Entre 10€ y 40 €,2434420,6669.64,4649743,12739.02,39612.99,108.53,75660.8,207.29
564,Entre 18 y 35 años,2,Segovia,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,2,Entre 10€ y 40 €,2605837,7139.28,4977148,13636.02,42870.66,117.45,81882.96,224.34
565,Mayor de 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2456312,6729.62,4691556,12853.58,13807.99,37.83,26373.25,72.26
566,Mayor de 65 años,3,Valladolid,Ahorrar agua,Menos de 5 minutos,Más de 5,1 vez al día,No sabía que existía ese modo,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2613567,7160.46,4991914,13676.48,50613.33,138.67,96671.47,264.85
567,Entre 36 y 65 años,1,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez al día,Más de 200 km,Entre 50 y 100 €,470,Entre 10€ y 40 €,3432706,9404.67,6556468,17962.93,143295.66,392.59,273694.71,749.85
568,Mayor de 65 años,2,Madrid,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,A veces,Si,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Ni idea!,2627091,7197.51,5017743,13747.24,19470.66,53.34,37188.96,101.89
569,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Más de 5,1 vez al día,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2572115,7046.89,4912739,13459.56,40154.65,110.01,76695.39,210.12
570,Entre 36 y 65 años,2,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,2502906,6857.28,4780551,13097.4,137632.99,377.08,262879.0,720.22
571,Entre 18 y 35 años,3,A Coruña,Ayudar al ecosistema,Entre 11 y 15 minutos,Entre 3 y 5 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2724529,7464.46,5203850,14257.12,161574.65,442.67,308607.59,845.5
572,Entre 36 y 65 años,4,Segovia,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,No uso coche,No tengo mascota,0,Entre 10€ y 40 €,2671595,7319.44,5102746,13980.13,138174.65,378.56,263913.59,723.05
573,Entre 18 y 35 años,4,Segovia,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,A veces,Si,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,30,Entre 10€ y 40 €,2370999,6495.89,4528608,12407.15,6275.66,17.19,11986.51,32.84
574,Entre 36 y 65 años,4,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Más de 5,1 vez al día,A veces,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,35,Menos de 10 €,3235185,8863.52,6179203,16929.32,44950.66,123.15,85855.76,235.22
575,Entre 18 y 35 años,4,Madrid,Ahorrar dinero,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,A veces,Si,Nunca!,1 vez cada 3 días,No uso coche,No tengo mascota,0,Ni idea!,2677257,7334.95,5113561,14009.76,143837.33,394.07,274729.29,752.68
576,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Más de 5,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2667146,7307.25,5094248,13956.84,58795.66,161.08,112299.71,307.67
577,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Friego a mano,A veces,No,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Ni idea!,3333725,9133.49,6367414,17444.97,142970.66,391.7,273073.96,748.15
578,Entre 36 y 65 años,5,Madrid,Ayudar al ecosistema,Menos de 5 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Ni idea!,2464621,6752.39,4707427,12897.06,23687.99,64.9,45244.05,123.96
579,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2701129,7400.35,5159156,14134.67,138174.65,378.56,263913.59,723.05
580,Entre 18 y 35 años,2,Segovia,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Friego a mano,Siempre,Si,Siempre,1 vez cada 3 días,No uso coche,Entre 50 y 100 €,0,Ni idea!,2669268,7313.06,5098302,13967.95,137307.99,376.19,262258.25,718.52
581,Entre 36 y 65 años,5,Badajoz,Ahorrar dinero,Entre 5 y 10 minutos,Entre 3 y 5 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,15,Entre 10€ y 40 €,2587057,7087.83,4941279,13537.75,24012.99,65.79,45864.8,125.66
582,Entre 36 y 65 años,4,Málaga,Ahorrar agua,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez al día,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,3249958,8903.99,6207420,17006.63,13807.99,37.83,26373.25,72.26
583,Entre 36 y 65 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Friego a mano,A veces,Si,Siempre,Nunca!,No uso coche,Entre 50 y 100 €,0,Más de 40 €,2005156,5493.58,3829847,10492.73,166695.66,456.7,318388.71,872.3
584,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Entre 10€ y 40 €,2644828,7246.1,5051621,13840.06,37207.99,101.94,71067.25,194.7
585,Entre 36 y 65 años,4,Madrid,Ahorrar agua,Entre 11 y 15 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,100 - 200 km,Menos de 50 €,0,Ni idea!,2484671,6807.32,4745721,13001.98,43737.33,119.83,83538.29,228.87
586,Entre 18 y 35 años,3,Ávila,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,No sabía que existía ese modo,No,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2712642,7431.9,5181147,14194.92,148958.33,408.11,284510.42,779.48
587,Entre 36 y 65 años,2,Segovia,Ahorrar agua,Entre 11 y 15 minutos,Menos de 3 veces,Friego a mano,A veces,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,100 - 200 km,No tengo mascota,0,Ni idea!,2752917,7542.24,5258072,14405.68,143837.33,394.07,274729.29,752.68
588,Entre 36 y 65 años,2,Segovia,Ayudar al ecosistema,Menos de 5 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Menos de 10 €,2576762,7059.62,4921615,13483.88,13807.99,37.83,26373.25,72.26
589,Entre 36 y 65 años,1,Segovia,Ayudar al ecosistema,Entre 5 y 10 minutos,Menos de 3 veces,Friego a mano,A veces,Si,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Ni idea!,2705520,7412.38,5167543,14157.65,143295.66,392.59,273694.71,749.85
590,Entre 36 y 65 años,1,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Si,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2455907,6728.51,4690782,12851.46,14132.99,38.72,26994.0,73.96
591,Entre 18 y 35 años,3,Madrid,Ayudar al ecosistema,Entre 11 y 15 minutos,Menos de 3 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2577629,7062.0,4923271,13488.41,14674.65,40.2,28028.59,76.79
592,Entre 36 y 65 años,4,Madrid,Conocer mi huella hídrica,Menos de 5 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,Buena idea! Voy a probarlo!,A veces,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2600892,7125.73,4967704,13610.15,37207.99,101.94,71067.25,194.7
593,Entre 18 y 35 años,2,Madrid,Ayudar al ecosistema,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,A veces,1 vez cada 3 días,Menos de 100 km,Entre 50 y 100 €,0,Más de 40 €,2606880,7142.14,4979140,13641.48,43195.66,118.34,82503.71,226.04
594,Entre 18 y 35 años,4,Segovia,Ahorrar dinero,Menos de 5 minutos,Menos de 3 veces,1 vez al día,Siempre,No,Siempre,1 vez cada 3 días,No uso coche,Menos de 50 €,0,Entre 10€ y 40 €,2365561,6480.99,4518222,12378.69,287.99,0.79,550.05,1.51
595,Entre 18 y 35 años,4,Madrid,Ahorrar dinero,Entre 5 y 10 minutos,Menos de 3 veces,1 vez al día,Siempre,Si,Siempre,1 vez al día,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,3190637,8741.47,6094117,16696.21,612.99,1.68,1170.8,3.21
596,Entre 18 y 35 años,2,Madrid,Conocer mi huella hídrica,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,A veces,No,Siempre,1 vez cada 3 días,Menos de 100 km,No tengo mascota,0,Entre 10€ y 40 €,2606150,7140.14,4977746,13637.66,43195.66,118.34,82503.71,226.04
597,Entre 36 y 65 años,3,Madrid,Ahorrar agua,Entre 5 y 10 minutos,Entre 3 y 5 veces,Entre 3 y 5 a la semana,Siempre,No,Siempre,1 vez a la semana,Menos de 100 km,No tengo mascota,0,Más de 40 €,2480037,6794.62,4736871,12977.73,37532.99,102.83,71688.0,196.41
